function	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K14652	2259.96	2016.03	1803.58	2033.15	2815.13	2372.67	1688.82	767.37	2359.66	2067.27	1952.24	2359.24	934.62	2383.75	2136.6	1537.95	2060.69	2099.18	1976.13	2120.78	1591.66	1705.47	1832.9	1644.2	2249.58	1865.63	2304.3	1821.31	1670.62	1719.06	1790.9	2197.01	2140.1	1162.1	1743.78	1973.41	1836.72	1766.02	1671.73	2213.88	1652.79	1823.98	1882.8	1843.47	2099.96	1974.49	2033.25	1712.14	2022.1	1833.5	2008.23	1841.74	1625.24	2156.34	1991.41	1383.4	2151.6	1787.75	2176.18	1940.15	1941.4	1238.15	2179.21	2212.69	1524.99	2180.02	1950.96	2237.89	2235.5	1723.25	1754.1	1509.81	2199.2	2340.86	1891.68	2210.27	1704.13	1749.91	1980.4	1815.33	2292.93	2010.19	1869.84	1941.17	1587.49	2095.63	1160.82
K14654	0.4	0.2	8.7	0.2	0	12.5	28.8	51	0	0	0	1.2	3	0	5.9	0	0.5	14	1.5	0	7.5	0	1.8	0	0	0	5.5	0	3	0.2	1	22	1.5	0	0	12	8.5	0.4	2.5	12	3.83	1.7	0.25	0	1	3.1	1	1.2	46.7	2.5	0	4.8	9.6	8	0	2.25	1.5	0	5	0	0	2	0	5	0.8	0	4.6	0	92.8	0	7.8	0	45.6	0	166.2	3.5	0	2.5	0.2	33.5	0	0.7	25.3	0.2	14	0.2	1
K14657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14660	0	0	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14665	364.46	11.43	2.66	190.31	153.82	391.77	19.37	0.94	208.63	11.67	180.87	168.41	2.1	122.9	329.46	30.6	147.85	110.04	63.84	21.46	23.66	7.5	13.33	12.84	5.57	21.1	145.63	92.14	133.22	122.02	404.55	57	145.2	16.66	285	112.17	234.33	17.74	78.54	85.2	6.4	58.33	48.97	7.16	4.53	114.55	67.74	11.5	35.06	695.48	11.02	63.32	33.5	968.37	153.04	0	170.91	39.83	125.66	42.5	143.9	1517.7	70.67	155.66	231.36	122.78	189.48	12.37	278.66	752.94	52.14	189.83	37.05	28.93	16.9	16.63	5.87	53.94	73.95	329.86	112.5	4.66	269.34	13.99	211.02	90.74	2.33
K14666	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0	0	0.33	0	0	0	0	0	0	0	0.67	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67	0.33	0	0.33	0.33	0	0.33	0	0	0	0.67	0	0	0
K14674	0	0	0	0	0	0	0	1.29	0	0	0.14	0	0.29	0	0	0	0	0	0	0	0	0	1.14	0	0	0.43	0.29	0	0	0	0	0	0.14	0	0	0.14	0	0	0	0	0	0.43	0	0	0	0	0	0	0.57	0	0	0.14	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14682	104.49	42.73	18.59	90.94	229.03	0	0.79	186.07	55.45	41.33	1.31	3.34	429.57	28.83	147.08	10.2	55.09	15.97	127.59	8.49	148.58	321.33	20.31	21.31	89.17	6.88	44.88	36.85	74.22	116.22	4.83	28.5	11.17	512.52	180.97	1.31	118.79	4.75	217.6	75.43	34.54	11.34	92.54	43.75	24.44	28.4	90.9	84.05	44.15	434.92	16.5	62.73	134.25	104.54	59.66	28.51	57.88	210.56	5.99	151.84	37.96	758.85	47.86	35.71	199.77	96.51	97.02	139.6	139.33	316.81	163.08	274.61	66.24	150.96	75.26	29.83	118.91	24	71.4	335.94	2.5	2.14	201.89	274.99	287.84	17.5	675.15
K14683	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0
K14698	0	0	0	0.6	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0.2	0	0	0	1	0	0	0	0	0	0	0	0	0
K14699	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
K14708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14727	0	0	0.92	0.6	0	0	0	4.16	0	0	0	0	3.37	0	0	0.33	0	0	0	0	0	0	6.34	0	0	0.5	0	0	0	0	0	0	0.17	0	0	0	0	0.33	0	0	0.33	0.17	0	0	0.17	0	0	0.17	1.92	0.67	0.33	1.92	0	1.67	0	2.17	0	0	0	0	0	0	0	0	0.5	0	0	0.83	0	0	0	0.17	0	0.95	0.5	0	1	0	0	0.92	0	0	0	0.66	0	0	0
K14728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14742	2334.03	2372.64	2136.91	2343.36	3042.35	2453.69	2213.3	2300.18	2500.49	2458.5	2136.29	2617.01	1428.34	2348.11	2269.36	2363.71	2114.39	2276.94	2352.75	2270.37	1944.95	2289.87	2725.05	2003.84	2632.02	2121.19	2272.78	1946.22	2607.67	2638.82	1876.31	2432.9	2118.59	1673.64	2371.83	2427.36	2056.5	2008.49	2143.35	2183.89	2498.83	2150.88	2240.52	2481.92	2524.24	2560.84	2632.26	2024.66	1991.67	2294.39	2526.56	1801.7	2214.11	2278.36	2261.23	1649.32	2562.32	2236.8	1977.51	2106.81	2313.58	2181.13	2251.94	2470.11	2189.91	2189.26	2186.01	2245.9	2305.89	2259.09	2492.2	2573.02	1993.38	2132.22	2436.5	1991.48	2249.97	2146.47	2167.98	1859.56	2108.03	1843.15	1904.71	2168.77	1654.69	2411.26	1882.59
K14743	0	0	0	0	0	0	0	0.75	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0
K14744	0	2.85	60.49	17.57	6.13	0	1.45	0	0	0	0	0	2129.3	0	47.9	6.45	2.58	60.65	46.49	0	550.75	1442.45	7.85	40.7	0	2.56	79.83	39.25	210.05	8.55	0	0	54.3	2499.3	0.7	0	324.82	0	885.7	372.15	3.55	14.98	123.64	4.25	2.15	18.85	149.18	13.41	88.45	358.6	0	183.27	468.95	121.27	25	27.85	28.98	693.98	0	5	140.65	0	3.45	123.21	182.98	54.3	0	7.15	0	4.14	382.9	646.4	315.25	44.61	364.87	0	2.85	10	6.43	508.86	0	4.56	12.15	20	917.15	0	3322.75
K14748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14761	1054.06	1190.66	960.82	808.2	1126.42	884.2	1369.74	2357.14	879.09	908.98	1004.24	852.69	1131.26	843.03	1081.18	1721.72	891.57	749.32	908.49	821.87	1393.33	1065.49	1479.59	973.22	1361.96	1246.98	684.5	1156.31	1493.09	1448.51	1158.72	639.03	698.21	1089.33	1296.5	1106.5	1019.87	1264.37	1318.13	662.25	1444.86	1331.74	879.33	1309.17	891.29	1058.77	1147.13	1294.42	787	1186	1164.67	917.32	1261.89	1264.98	958.53	903.47	1678.04	1040.81	883.08	640	1315.09	1245.73	1081.18	613.49	1126.41	733.73	1138.44	971.79	935.99	1209.62	1473.52	1554.17	756.05	749.56	1081.41	764.41	1105.28	978.88	916.53	1031.1	654.86	1325.68	737.2	460.54	901.07	1108.06	1136.08
K14762	0	0.57	15.87	12.28	1.24	0	0.29	0.12	6.12	0	0	0	425.86	0	9.58	1.54	0.43	12.13	11.59	0	110.15	306.83	3.7	8.14	0	1.14	16.32	7.85	39.15	1.71	0	0	10.86	499.86	0.14	0	116.79	0.25	177.26	74.43	0.71	3.4	27.7	0.85	0.43	3.57	32.58	3.71	23.91	71.72	0	36.83	91.59	42.4	5	5.82	5.71	142.23	0	1	28.13	0	0.69	19.71	40.26	10.86	0	1.43	0	1	109.41	129.28	63.25	10.54	74.29	0	0.57	2	49.57	116.4	0	1.14	82.57	4	183.68	0	660.98
K14835	0	4.6	1.4	2.46	1	1.2	1	14.73	1.4	2	18.4	3.4	55.2	0.2	0.67	8.6	1	0	17.8	0.8	0.2	1.6	11.07	0.4	0.4	0	0.4	0	0.33	8.2	13.8	0	1.2	0.2	4.2	5.6	10.8	0	2.2	2	3	0	0	3	4.6	0.8	1.2	3.4	0.67	2.4	8	0	3.6	0.4	5.6	3.6	0.8	4.2	48.2	0.8	1	4	1	4.4	68.2	1.6	0	0	0.4	0	1.4	1.4	5.4	1.4	59.47	0	1	5	0	0.33	0.4	0	0	1.8	4	0	1.4
K14940	2.2	14.7	0	1.2	0.1	0	0.83	0.12	0	1.57	0.8	0	0	2.17	1.49	0.25	2	0.6	0.29	0.4	0.38	1.8	5.78	0.8	2.4	0	0.49	19.06	0	0	0	0	0.57	0	0.2	0	0.8	0.25	2	0	0	0.72	1	1.6	1	0	0	0.6	0.62	0	1.2	1.72	0	0.38	0	1.71	0.8	0.43	0.8	0	112.6	0.6	2.6	0	0.12	1.33	0	0	0	2.6	3	2.2	0	0.25	0	0.57	0	0.8	1.09	0.52	0	2.63	0	0	0.25	0	0
K14941	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0.5	2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33	0	0	0	0	0	0	0	0	0	0	0	0.25
K14949	0	0	0	0.6	0	0	0	0.75	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75	0	0	0	0.2	1	0	0	0	0	0.75	0	0	0	0	0	0	0
K14952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14956	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0.75	0	0	0	0	0	0	0
K14972	0	0	0	0	0	0	0	1.29	0	0	0.14	0	0.29	0	0	0	0	0	0	0	0	0	1.14	0	0	0.43	0.29	0	0	0	0	0	0.14	0	0	0.14	0	0	0	0	0	0.43	0	0	0	0	0	0	0.57	0	0	0.14	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.14	0	0	0	0	0	0	0	0	0	0	0	80.14	0	0	0	0
K14977	0	1.17	16.79	5.04	1.64	175.57	9.46	5.7	21.83	0	5.67	1.33	429.38	64.5	10.78	3.79	7.26	16.33	23.92	2.1	110.15	311.33	21.74	8.14	2.33	5.97	78.36	7.85	62.84	1.71	6.33	0	16.03	500.53	0.14	14.47	122.97	19.57	178.14	88.9	2.17	4.45	30.1	0.85	0.6	3.57	32.78	8.88	26.53	106.72	13.67	64.46	91.59	39.21	7.17	7.74	5.71	119.14	125	19.33	28.13	0	3.02	20.21	41.14	21.99	3.3	8.76	0	1.5	84.07	129.45	94.07	41.64	92.42	1.8	1.9	2.5	4.4	117.93	19	1.14	11.88	14.33	199.21	5.4	662.98
K14978	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87	0	0	38.28	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	33.73	0	0	0	0	0.71	6.14	0	0	0	3.86	2	9.86	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.28	7.72	0	0	0	0	0.43	5.15	0	0	1.71	3	0	0	0	0.57	31.13	0	0.43	0	0	0	0	0
K14979	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87	0	0	38.28	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	33.73	0	0	0	0	0.71	6.14	0	0	0	3.86	2	9.86	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.28	7.72	0	0	0	0	0.43	5.15	0	0	1.71	3	0	0	0	0.57	31.13	0	0.43	0	0	0	0	0
K14980	70	8	0	0	0	0	0	0	1.5	0	0.5	1.5	2	0	52.5	0	0	72.5	0	0.5	0	0	4.92	4.5	3	2	0.25	23.5	0	9	0	0	0	19	0.5	12.5	1.5	0.5	10	0	0	1	0	0	0	0	0	0	3	10.5	0	3	0	12	0	0	0	0	0	0	2.5	0	0	0	0.5	0	15.5	111.5	0	1.5	0	0	0	0	0.8	0	0.5	26.5	17	0	0	0	0	0	3	26.5	0
K14981	70	8	0	0	0	0	0	0	1.5	0	0.5	1.5	2	0	52.5	0	0	72.5	0	0.5	0	0	4.67	4.5	3	2	0.25	23.5	0	9	0	0	0	19	0.5	12.5	1.5	0.5	10	0	0	1	0	0	0	0	0	0	3	10.5	0	3	0	12	0	0	0	0	0	0	2.5	0	0	0	0.5	0	15.5	111.5	0	1.5	0	0	0	0	0.8	0	0.5	26.5	17	0	0	0	0	0	3	26.5	0
K14982	9.93	0	111.33	2.53	2.27	1	3.67	6.07	0	5.13	2.27	1.67	37.67	0.5	0.4	6.67	15.1	1.13	1	0.8	3.98	6.6	12.61	2.4	0.6	0	2.25	25.4	13.88	6.9	1.67	2.6	1.85	1.67	6	0.2	4.93	16.07	3.78	0.2	2.95	3.8	5.4	2.4	51.82	0.6	2.33	23.92	6.78	1.53	2.73	36.18	18.4	2.28	9.53	46.03	2.05	1	10.25	1.8	2.47	3.1	0.8	0	16.74	4.5	1.4	6.4	0.8	5.2	4	1.07	0	11.47	4.22	0	34.62	4.33	3.08	81.93	1.33	10.78	21.78	12.3	0.8	0.4	5.02
K14983	9.93	0	112.33	2.53	2.27	1	3.67	6.07	0	5.13	2.27	1.67	37.67	0.5	0.4	6.67	16.1	1.13	1	0.8	3.98	7.1	14.61	2.4	0.6	0	2.25	25.4	14.38	6.9	1.67	2.6	1.85	1.67	6	0.2	4.93	16.32	3.78	0.2	2.95	3.8	5.4	2.4	51.82	0.6	2.33	23.92	6.78	1.53	2.73	36.18	18.4	2.53	9.53	46.03	2.05	1	10.25	1.8	2.47	3.1	0.8	0	16.74	4.5	1.4	6.4	0.8	5.2	4	1.07	0	11.47	4.22	0	34.62	4.33	3.08	81.93	1.33	10.78	21.78	12.3	0.8	0.4	5.27
K14986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0
K14987	65.33	10.83	1.33	115.64	146.99	875.85	45.85	0.33	278.33	11.67	28.85	17.84	0.5	313.5	98.83	11.68	161.68	106.67	2.67	19.83	11.83	24	42.65	6.67	2	26.65	293.4	87.34	84.13	35.51	183.32	28.5	157	8.33	142.5	4.17	312.01	85.17	20.67	0	0	57.33	8.17	6.83	4.33	30.82	42.82	14.5	22.33	336.34	9.1	123.51	29.33	58.17	14.52	0	32.84	30	625.33	115.82	36.17	758.85	37.17	155.66	115.68	60.99	94.34	33.17	139.33	286.17	0.17	95	151.34	76.65	78.3	14.83	2.5	17.17	35.25	78.33	96.5	4.66	140.82	48.98	104.16	80.84	8
K14988	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0
K14989	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0
K14998	15.33	3.33	0	0	0	0	7.67	3	1.5	0	0.5	0	2	0	29.83	0	0	5.67	0	0.5	2.33	0	8.33	0	0	0	23	17.67	0.2	0	0	0	0	19	0.5	12.5	0	0.5	10	0	0	1.33	6.33	0.8	0	0	0	0	2.5	7	0	15.67	0	0.5	0	0	0	0	0	0	2.5	2.67	38	9.67	0.5	0	1	113.17	0	5.84	0	18.33	0	0	0.8	0	0	6	20.67	0	0	0	0	0.33	0	26.5	0
K15011	38.33	33.33	0.92	0.67	0.6	0	7.67	8.12	32	0	0.5	0	3.17	0	29.83	2.58	0	5.67	0	6.5	2.33	13	17.71	0	0	0.5	8.5	17.67	26.2	28	0	0	0.17	19	27.5	13.42	0	1.75	10	0	6.83	1.62	6.33	0.4	0.17	0	44	0.17	5.21	33	0.33	17.71	3.33	1.55	0	2.42	0	35	5.33	0	3	2.67	38	9.67	1.12	0	1.17	114	0	4.17	0	55.5	0	2.67	1.63	15	15.33	6.5	23	1.37	0	0	0	1.33	0.75	34.5	2
K15012	38.33	33.33	0.92	0.67	0.6	0	7.67	8.12	32	0	0.5	0	3.17	0	29.83	2.58	0	5.67	0	6.5	2.33	13	17.96	0	0	0.5	8.5	17.67	26.2	28	0	0	0.17	19	27.5	13.42	0	1.75	10	0	6.83	1.62	6.33	0.4	0.17	0	44	0.17	5.21	33	0.33	17.71	3.33	1.55	0	2.42	0	35	5.33	0	3	2.67	38	9.67	1.12	0	1.17	114	0	4.17	0	55.5	0	2.67	1.63	15	15.33	6.5	23	1.37	0	0	0	1.33	0.75	34.5	2
K15016	0	1.1	7.5	9	18.5	24.9	14	19.2	14.5	0	0.5	4.5	1.6	3	14.2	3.5	6	9.2	5	2.1	6.5	9	27.5	3	0	4.5	14	1.5	4	4	2.5	39.5	4	0	0.5	7.3	32.5	7.9	18.5	15.8	17.3	3	9.9	4.5	7	8	5.7	10	15.9	32	15	7	47.5	15.9	7.5	5.5	3	2.5	8	0	3	0	1	17.5	9	11.8	12.3	3.5	54.5	0	6	6	35.4	23.1	11	19.8	5.5	50	3	4.4	0	6	22.7	3.5	10.7	12.4	2.83
K15019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15022	65.33	10.83	1.33	113.32	146.99	175.17	9.17	1.33	207.66	11.67	6.17	19.17	0.5	65.5	98.83	3	151.01	110.67	15	17.83	11.83	6	11.83	6.67	4.33	9.33	66.83	87.34	28.16	35.51	174.65	28.5	137	9	142.5	16.17	243.33	17.84	21.67	10.67	0	57.33	9.17	6.83	4.33	30.82	42.82	14.5	17.33	349.34	19.09	43.84	29.33	58.17	5.84	0	32.84	30	125.33	42.5	36.17	758.85	39.5	155.66	115.68	71.32	96.67	7.17	139.33	284.17	5.17	95	32.66	15.33	15.5	14.83	2.5	17.17	35.25	78.33	20.5	4.66	140.82	11.66	114.49	84.84	2
K15023	0.62	2.99	2.37	12.38	0.62	1.12	6.28	99.08	3.88	14.07	17.62	10.92	28.62	0.59	2	9.32	1.75	5.87	0.74	1.99	9.95	5.12	73.75	0.63	2.62	3.41	47.41	7.75	5.96	5.68	2.25	3.62	2.36	1.63	10.2	6.72	2.95	17.17	7.25	2	3.91	5.54	3.7	1.89	17.73	4.34	4.21	8.16	20.44	7.85	1.41	22.58	2.79	3.38	11.87	30.98	5.63	1	6.63	11.82	7.76	2.74	3.38	1.35	45.43	2.25	2.72	5.63	3.03	2.3	1	9.08	2.2	6.62	8.18	0.87	2.42	0.88	0.5	5.15	3.3	2.68	4.88	1.25	7.07	4.22	1.05
