KOs	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K00024	3026.883122	1266.783202	997.8898318	3686.870729	3483.913785	4193.60877	2029.637877	394.1883392	3463.550371	1201.255414	1114.250502	1706.702741	1074.351393	3622.0404	3140.360805	371.062946	2592.974155	3551.560347	2109.170842	1049.401977	1754.005395	1923.711435	2060.217715	2210.929758	821.1060616	1463.615968	3697.347429	2278.003721	2078.473433	2472.734149	2285.367235	3987.79498	1861.997539	1286.682514	2193.779787	2817.90288	3925.011957	2072.435791	1978.704027	2995.545315	1550.530479	2038.531276	2769.813226	2346.150994	2704.868866	1708.490713	2630.628145	1765.256036	3321.662997	4184.980941	2331.899661	2485.810796	2183.579077	2223.017713	769.5897044	2110.214719	719.3000109	2595.390644	3112.670679	1148.701376	2120.729391	6304.386501	2800.618735	4700.346039	3012.189673	3670.272153	2572.011468	3032.693567	3841.474607	3281.382391	1941.676846	2425.106695	2820.491127	3366.539045	3079.109797	3020.683028	1212.915192	1259.13898	522.1938016	2818.107805	3423.221942	1622.987819	3712.458224	1508.929365	2971.304638	3026.124214	1208.896855
K00025	3026.883122	1266.783202	997.8898318	3686.870729	3483.913785	4193.60877	2029.637877	394.1883392	3463.550371	1201.255414	1114.250502	1706.702741	1074.351393	3622.0404	3140.360805	371.062946	2592.974155	3551.560347	2109.170842	1049.401977	1754.005395	1923.711435	2060.217715	2210.929758	821.1060616	1463.615968	3697.347429	2278.003721	2078.473433	2472.734149	2285.367235	3987.79498	1861.997539	1286.682514	2193.779787	2817.90288	3925.011957	2072.435791	1978.704027	2995.545315	1550.530479	2038.531276	2769.813226	2346.150994	2704.868866	1708.490713	2630.628145	1765.256036	3321.662997	4184.980941	2331.899661	2485.810796	2183.579077	2223.017713	769.5897044	2110.214719	719.3000109	2595.390644	3112.670679	1148.701376	2120.729391	6304.386501	2800.618735	4700.346039	3012.189673	3670.272153	2572.011468	3032.693567	3841.474607	3281.382391	1941.676846	2425.106695	2820.491127	3366.539045	3079.109797	3020.683028	1212.915192	1259.13898	522.1938016	2818.107805	3423.221942	1622.987819	3712.458224	1508.929365	2971.304638	3026.124214	1208.896855
K00026	3026.883122	1266.783202	997.8898318	3686.870729	3483.913785	4193.60877	2029.637877	394.1883392	3463.550371	1201.255414	1114.250502	1706.702741	1074.351393	3622.0404	3140.360805	371.062946	2592.974155	3551.560347	2109.170842	1049.401977	1754.005395	1923.711435	2060.217715	2210.929758	821.1060616	1463.615968	3697.347429	2278.003721	2078.473433	2472.734149	2285.367235	3987.79498	1861.997539	1286.682514	2193.779787	2817.90288	3925.011957	2072.435791	1978.704027	2995.545315	1550.530479	2038.531276	2769.813226	2346.150994	2704.868866	1708.490713	2630.628145	1765.256036	3321.662997	4184.980941	2331.899661	2485.810796	2183.579077	2223.017713	769.5897044	2110.214719	719.3000109	2595.390644	3112.670679	1148.701376	2120.729391	6304.386501	2800.618735	4700.346039	3012.189673	3670.272153	2572.011468	3032.693567	3841.474607	3281.382391	1941.676846	2425.106695	2820.491127	3366.539045	3079.109797	3020.683028	1212.915192	1259.13898	522.1938016	2818.107805	3423.221942	1622.987819	3712.458224	1508.929365	2971.304638	3026.124214	1208.896855
K00027	430.9821429	325.1785714	123.3714286	821.210084	1057.685498	1160.285714	188.8630952	197.1	1254.785714	200.25	241.4464286	178.2142857	103.7065476	762.547619	740.6678571	186.547619	1024.428571	730.4285714	94.87142857	316.7321429	448.4678571	230.65	693.0059524	88.625	776.9821429	511.8869048	434.5020563	1215.5	223.9136905	285.0595238	1222.964286	221.8392857	1037.357143	175.3678571	926.2797619	84.48809524	1450.147759	394.5	251.6666667	309.5357143	229.3928571	789.2797619	74.15238095	153.827381	160.9107143	259.202381	321.9214286	379.5238095	230.3571429	2368.479762	155.7083333	464.089881	313.6333333	486.2069328	134.1785714	352.3988095	369.3321429	653.6285714	864.3714286	687.5452381	655.8321429	4602.214286	407.125	1104.886905	748.2744048	479.35	912.8869048	84.2797619	926.0535714	1949.22619	135.7392857	683.1309524	644.4481793	246.7738095	140.7988095	138.3571429	199.6369048	134.5178571	381.3361345	571.125	540.7738095	795.1607143	1031.114286	154.7321429	777.1654762	558.4285714	274.6607143
K00028	430.9821429	325.1785714	123.3714286	821.210084	1057.685498	1160.285714	188.8630952	197.1	1254.785714	200.25	241.4464286	178.2142857	103.7065476	762.547619	740.6678571	186.547619	1024.428571	730.4285714	94.87142857	316.7321429	448.4678571	230.65	693.0059524	88.625	776.9821429	511.8869048	434.5020563	1215.5	223.9136905	285.0595238	1222.964286	221.8392857	1037.357143	175.3678571	926.2797619	84.48809524	1450.147759	394.5	251.6666667	309.5357143	229.3928571	789.2797619	74.15238095	153.827381	160.9107143	259.202381	321.9214286	379.5238095	230.3571429	2368.479762	155.7083333	464.089881	313.6333333	486.2069328	134.1785714	352.3988095	369.3321429	653.6285714	864.3714286	687.5452381	655.8321429	4602.214286	407.125	1104.886905	748.2744048	479.35	912.8869048	84.2797619	926.0535714	1949.22619	135.7392857	683.1309524	644.4481793	246.7738095	140.7988095	138.3571429	199.6369048	134.5178571	381.3361345	571.125	540.7738095	795.1607143	1031.114286	154.7321429	777.1654762	558.4285714	274.6607143
K00029	4253.184709	2385.314715	2119.257689	3589.890174	2871.253533	4503.930199	3780.030734	5391.216911	2560.364657	1805.536366	2673.976693	3339.017027	1782.05675	3912.683257	3890.958028	1987.285168	1515.629314	3662.685347	2057.863303	2017.587691	2409.719681	2710.568578	3374.631749	2607.536901	1299.7013	3505.261206	4152.518858	2726.953721	4606.358949	3896.425325	4098.060092	5151.142202	1477.914206	1350.527752	2732.958359	5045.938594	2928.440529	4076.150076	3275.954027	4326.616743	3228.76659	3304.781276	3481.563226	2646.067661	3165.095056	3894.526427	3363.978145	4130.834608	4210.805854	2778.133322	3922.206804	2666.827661	3158.4513	6257.267713	1904.603593	3139.048052	1115.414297	3363.337866	2885.184964	1624.220821	3503.122248	1974.679358	3601.829052	4075.881753	2753.520031	3782.331677	2853.928135	4539.879281	3906.260321	2730.239534	2883.304997	2736.830505	2972.455413	3436.110474	4143.109797	4609.183028	1736.069954	2102.383028	1928.050944	3325.322091	4361.221942	3357.935041	3698.815367	2030.238889	2567.304638	3487.295642	1651.91114
K00030	6.35	39.42222222	694.218254	49.70555556	57.84343434	25.21666667	69.17222222	145.8277778	125.5396825	254.1944444	88.13888889	20.48412698	505.85	6.527777778	33.3	35.44444444	70.22222222	507.1	39.55555556	412.0277778	46.09444444	3.555555556	459.6666667	4.388888889	27.93888889	43.75	58.76010101	17.15	28.83333333	24.53888889	586.4166667	17.75	24.26666667	3.244444444	65.66666667	22.26111111	49.41666667	19.1	10.95555556	25.59444444	82.71666667	15.03333333	37.26666667	33.93333333	60.42222222	2.944444444	78.15238095	53.12222222	78.2	143	109.4611111	39.81666667	353.0833333	4.638888889	35.44444444	683.6666667	3.277777778	479.3333333	110.7111111	112.1944444	10.47222222	15.48888889	12.22222222	20.67777778	174.0888889	16.40555556	42.63333333	9.333333333	38.38888889	13.08333333	104.3611111	8.344444444	30.96666667	71.21111111	110.6333333	4.25	104.8055556	35.60555556	25.75	18.2	1.555555556	4.9	44.05	8.8	17.72222222	10.75	8.861111111
K00031	2601.496852	1639.470345	1073.089594	3087.602316	1032.033785	2616.404246	3117.121708	5913.532704	1408.0118	1577.119144	1334.635286	1595.361075	1471.22399	3124.440421	1670.987551	1030.442787	1106.154076	2721.696898	1180.73655	1343.348773	2681.570092	2214.873578	2249.183581	2523.269679	1925.538443	2074.20192	2994.855604	2674.698165	3533.978108	3403.964784	1570.974377	4761.663306	1395.976745	893.7706094	2372.443676	4060.698298	2609.883386	3351.875076	2239.441804	3253.457457	2787.791114	2405.960613	3148.423941	2716.643375	2123.627993	3145.192192	2711.35886	2764.305286	4045.853473	1622.860465	3273.516804	2575.642939	2099.8763	1654.432713	1104.987165	2615.098687	1055.991439	2498.886675	2431.048615	1337.179948	2452.569391	1544.123644	2534.75587	2913.662698	2103.905041	3328.598899	1715.251706	4014.95071	2496.426468	1571.9272	2196.280417	1809.52979	2909.95454	2964.082617	3991.672135	3209.32017	1379.681859	1678.84543	553.062373	2551.397986	3756.887418	2758.646311	3532.804653	1117.43881	2253.448801	2484.119214	1675.80995
K00033	119.0928571	65.82142857	905.6571429	121.5529412	141.6214286	238.9952381	168.2116883	37.6375576	379.5928571	111.1936508	233.4950216	93.94285714	163.5400974	84.12835498	671.2833333	119.9666667	174.0404762	234.2507576	129.1532468	605.1082251	54.15541126	91.93571429	135.4627706	132.8428571	78.67142857	320.0880952	311.0748918	146.5666667	229.3669372	191.6166667	105.0071429	20.93181818	32.55	220.1714286	77.88809524	258.1021645	322.7596639	157.9571429	192.0190476	152.8285714	264.5666667	71.59393939	265.65	151.75	222.8571429	66.15822511	108.9214286	225.7590909	59.50714286	363.797619	170.1928571	99.13634793	260.45	51.03431373	132.5	836.8	39.18571429	488.7214286	184.4357143	282.8	164.6571429	65.74047619	154.1603896	85.84054834	97.89584032	147.2571429	183.3333333	168.7642857	27.72186147	97.6547619	112.2357143	297.4428571	150.5386555	207.2619048	184.4909091	232.8	234.8730159	160.9390693	134.707563	76.6521645	85.76666667	24.8	135.3928571	451.9293651	462.2575758	191.7285714	196.0547619
K00034	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0.5	0	0	1	0	11	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	1	0	0	0	3	0	1	0	6	2	0	0	0	1	0	0	0	0	1.5	0	0	0	0	32	17.5	0	0	0	0	0	3	0	0	5	2	0	1	1.5	0	1.5	0	0.5	2	2	0	0	0
K00036	68.39285714	52.32142857	180.7	80.35294118	50.64142857	182.5952381	60.81168831	22.3375576	278.9642857	87.79365079	127.8950216	28.71428571	78.8025974	54.72835498	667.9833333	61.16666667	158.4404762	200.0757576	41.55324675	72.60822511	37.95541126	91.93571429	69.14277056	58.14285714	6.071428571	78.28809524	253.9748918	99.16666667	128.7294372	122.9166667	59.10714286	2.931818182	3.75	220.1714286	37.98809524	37.0021645	197.6596639	67.85714286	159.6190476	67.92857143	110.6666667	56.89393939	16.95	91.75	222.8571429	46.35822511	45.53571429	207.1590909	44.10714286	309.297619	85.39285714	81.94884793	193.05	51.03431373	42.5	77	25.38571429	462.0214286	21.53571429	201.5	116.9571429	12.94047619	117.8603896	85.84054834	14.48334032	73.45714286	88.83333333	67.96428571	27.72186147	89.4547619	46.93571429	180.4428571	26.63865546	180.7619048	80.49090909	4.5	171.3730159	129.2640693	120.907563	42.2521645	56.66666667	2	14.79285714	415.8293651	222.2575758	80.42857143	144.7547619
K00039	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00040	236.3071429	1070.678571	547.5857143	640.8071429	192.3714286	520.352381	1908.638095	5180.228571	298.9857143	337.65	949.302381	941.5142857	397.247619	771.697619	1340.17619	1644.514286	457.8619048	410.4785714	291.4714286	611.6071429	1023.685714	977.4	1640.87619	462.95	399.2071429	2724.669048	664.3119048	1710.316667	2171.580952	1424.67619	1374.364286	1309.464286	604.3714286	200.2428571	1330.304762	1969.802381	446.1595238	2388.6	1283.15	879.4357143	1889.709524	1972.247619	816.102381	276.952381	485.7857143	1985.752381	844.1714286	2697.707143	1075.864286	900.9404762	1485.383333	572.6166667	384.0333333	129.9285714	413.9285714	1180.609524	503.2571429	712.3285714	717.4714286	1034.645238	1260.407143	238.5142857	1118.3	499.7619048	513.5619048	629.4	1253.761905	1509.704762	1187.928571	345.6904762	585.4142857	966.6809524	956.4952381	297.1904762	1595.138095	1896.407143	561.0119048	818.5261905	1578.871429	274.3285714	992.2904762	2392.585714	1070.964286	683.9571429	566.1904762	1028.728571	712.5190476
K00041	68.85714286	985.4285714	274.8428571	444.210084	70.67142857	300.452381	835.7380952	309.9285714	245.2142857	182.5	636.452381	231.1428571	277.6142857	552.2142857	1331.37619	1180.380952	424.2619048	290.4285714	189.8714286	385.3571429	479.9857143	277.4	354.8095238	114.5	152.3571429	1916.785714	454.7619048	1504.166667	136.047619	168.8095238	1249.714286	137.7142857	488.5714286	169.2428571	123.5714286	194.2857143	180.2310924	1172.5	960.8333333	553.7857143	468.3095238	1558.714286	188.4857143	102.2857143	285.7857143	243.7857143	145.3571429	1840.690476	398.2142857	744.3571429	267.5	443.2	286.3	53.54621849	138.9285714	448.1428571	252.9571429	541.6285714	551.5714286	901.9285714	982.4571429	132.7142857	822	292.9285714	148.1285714	456.1	1013.428571	51.57142857	1151.428571	257.3571429	321.1142857	206.5142857	776.2815126	252.1904762	496.9714286	1152.857143	353.9285714	180.4761905	1489.836134	235.4285714	806.5238095	1974.285714	630.1142857	505.8571429	262.3571429	568.4285714	297.7190476
K00042	552.6833333	208.0333333	1048.978571	932.7029412	1159.57619	1261.55	1139.616667	5257.497619	1505.111905	498.65	319.7857143	865.2785714	511.5714286	586.0833333	681.3666667	505	980.4428571	1310.1	163.3833333	758.7333333	684.1238095	808.5428571	1245.642857	324.25	309.8	668.9761905	615.9796537	700.1	2162.438095	1485.15	1681.3	1385.75	925.1357143	179.4833333	2122.333333	1610.685714	1675.588235	1257.504762	472.3166667	472.65	1469.3	755.7238095	519.7166667	261.9333333	326.95	1914.916667	989.0857143	1009.8	916.3428571	2352.747619	1383.466667	368.1357143	992.55	486.4866947	240.0833333	797.2142857	478.3333333	1271.454762	841.9833333	496.2	467.6	4658.833333	499.6666667	1198.733333	1073.483333	516.7833333	761.2166667	1634.316667	1261.75	1802.669048	389.4619048	1297.15	362.4029412	328.0166667	1468.735714	637	270.75	771.3833333	415.0147059	708.1880952	280	429.5	1213.95	222.05	732.75	884.6	532.0666667
K00043	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00045	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3.2	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00046	47	786	94.5	321	27.5	47.5	683.5	10.5	103.5	120.5	425.5	157	144.5	175.5	599.5	1004	255.3571429	32	134.5	210.5	161.5	91	178	71.5	89.5	1499.5	195.2857143	778.5	78	25	1040	76	282	45.5	58	116	35.5	929.5	828.5	432.5	325.5	1155	177	27	184.5	180.5	59.5	1439.5	269.5	486.5	129.5	218	178.5	34.42857143	64.5	220	209.5	437.5714286	507	482.5	709	92	657	118.5	116.5	330.5	694	9	790	59.5	213.4285714	105	270.5	0	117	1117	186.5	127	1287.5	74	445	1343	378	419	106.5	513	32.92857143
K00048	182.7321429	1073.428571	1077.985714	640.960084	189.9214286	308.2857143	1715.363095	5025.178571	264.5357143	608.7222222	897.1607143	882.4642857	648.6142857	737.9642857	720.6678571	1554.214286	432.5714286	652.8035714	232.1214286	885.2321429	1044.360714	981.15	1490.767857	386.625	354.4821429	2521.577381	422.7678571	1623	2050.714286	1278.892857	1841.464286	1256.089286	582.8214286	202.6178571	1351.446429	1725.535714	338.4810924	2319.5	1224	753.7857143	1817.642857	1946.589286	565.4857143	283.1607143	541.6607143	1959.785714	830.3214286	2580.607143	985.9642857	958.8154762	1445.375	532.7	605.9	84.49264706	308.9285714	1242.017857	481.3321429	813.8071429	545.3214286	1119.678571	1353.332143	185.2142857	1085.125	458.9980159	438.3785714	542.85	1167.636905	1414.196429	986.3035714	338.1071429	523.8607143	850.0142857	733.0315126	197.5238095	1151.096429	1651.857143	593.9980159	753.3928571	1627.836134	161.3035714	923.6071429	2368.660714	879.3642857	642.2043651	305.4821429	903.6785714	577.5821429
K00049	78.95	50.5	63.08571429	49.2	149.4428571	75.4	164.8166667	109.8714286	71.2	23.62222222	106.8857143	61.8	114.2714286	55.65	28.7	71.3	111.35	54.3	88.4	140.5	68.50714286	71.4	104.9714286	77.7	86.6	250.2428571	90.31060606	66.4	138.2119048	96.7	46.9	34	29.08571429	91.6	67.9	223.3857143	159.1	102.1	67.4	102.9	113.9	30.55714286	249.9	37.66666667	22.75	34.8	107.1	135.6	35.54285714	118.2142857	90.3	42.23571429	71.6	6.285714286	124	599.0142857	14.4	93.9	162.9	203.3	56.3	54.8	41.3	47.44444444	86.8	81.9	107.25	107.8	8	41.16904762	96.15	175.8	138.9	39.16666667	144.6857143	246.3	228.4444444	37.8	22.3	54.47142857	30.6	27.3	159	441.0722222	243	123.3	101.4
K00050	78.95	50.5	63.08571429	49.2	149.4428571	75.4	164.8166667	109.8714286	71.2	23.62222222	106.8857143	61.8	114.2714286	55.65	28.7	71.3	111.35	54.3	88.4	140.5	68.50714286	71.4	104.9714286	77.7	86.6	250.2428571	90.31060606	66.4	138.2119048	96.7	46.9	34	29.08571429	91.6	67.9	223.3857143	159.1	102.1	67.4	102.9	113.9	30.55714286	249.9	37.66666667	22.75	34.8	107.1	135.6	35.54285714	118.2142857	90.3	42.23571429	71.6	6.285714286	124	599.0142857	14.4	93.9	162.9	203.3	56.3	54.8	41.3	47.44444444	86.8	81.9	107.25	107.8	8	41.16904762	96.15	175.8	138.9	39.16666667	144.6857143	246.3	228.4444444	37.8	22.3	54.47142857	30.6	27.3	159	441.0722222	243	123.3	101.4
K00052	4262.557858	2322.953604	2003.463245	3959.835279	2035.859353	4940.471336	3980.751814	5989.527096	2960.575768	1762.451313	2828.115762	2707.770599	1563.175485	3974.000898	4211.091625	2174.801306	2399.083547	3549.715602	1639.036126	2120.912318	2892.61914	2336.23088	2988.211318	2516.767721	2011.829871	3782.876682	4302.774545	3926.272239	4286.109814	3728.968182	4291.374113	5025.079972	2217.972671	1184.212408	3268.676216	4799.768139	4011.678889	4446.679309	3251.647148	4163.065288	3294.640003	3894.650613	3529.572089	2358.983004	2583.333284	3946.006478	3043.678807	4392.621212	4539.549505	4455.660307	3551.242254	3124.391682	2596.004077	6261.974194	1990.09235	3149.803872	1484.290487	2888.362601	3742.197663	2293.487355	3893.993941	5961.310046	3463.247775	3933.855503	2930.620055	3900.867523	2977.211336	4167.033514	4162.053347	4347.638258	2660.700632	2539.542277	3577.337291	3249.887855	4139.490653	4469.866096	1858.943764	1968.101065	2218.991156	3822.983383	4896.620751	4201.267051	4752.293806	2011.220767	3614.470283	3483.938896	1757.644341
K00053	4262.557858	2257.953604	2000.463245	3753.501946	1192.359353	3889.471336	3923.501814	5988.777096	1752.575768	1686.784646	2793.782429	2612.770599	1551.412985	3599.000898	4211.091625	2151.334639	1514.683547	2931.740602	1530.36946	2018.662318	2889.36914	2305.23088	2947.211318	2513.517721	2006.163204	3733.543349	3955.774545	3422.272239	4192.847314	3727.718182	3291.374113	5025.079972	1395.306005	1182.545742	3267.676216	4774.768139	2695.678889	4344.179309	3251.397148	4163.065288	3287.640003	3550.650613	3528.322089	2319.316338	2546.49995	3763.006478	2926.878807	4335.621212	4538.799505	4452.910307	3534.242254	3004.779182	2437.337411	6257.224194	1953.759017	3146.470539	1369.290487	2760.362601	2992.197663	2032.487355	3678.993941	5960.310046	3441.247775	2999.855503	2914.032555	3899.550857	2976.961336	4124.033514	4162.053347	4348.108846	2660.700632	2538.47561	3399.337291	3157.887855	4043.490653	4380.866096	1851.61043	1923.842732	2142.991156	3819.483383	4773.620751	4173.267051	4666.293806	1954.554101	3613.070283	3049.688896	1748.094341
K00054	0	0	14.28571429	2	0	25	59	99	0	0	0	0	0	0	10	0	3.285714286	28	3	0	15	1.142857143	11.57142857	0	0	2	24.53333333	0	8.476190476	0	2	44	3	0	0	24	51	5.571428571	2	24	7	1	0	1.666666667	2	4	8	2	96	5	5	7	39	14.57142857	0	3	3	2	18	0	0	6	0	43	6	12	9	0	274	0.8	0	0	92	9	339	14	0	17	0	67	0	1	45	5	29	9	3.571428571
K00057	3238.202422	2772.705826	2444.673088	3908.303868	2960.932026	3621.943003	4003.870793	6136.936903	2722.876879	2148.257514	2210.38357	2736.382686	2260.612151	4052.533675	3529.002016	2294.192537	2279.820868	3811.975827	2569.139685	2232.100321	2953.934485	2922.935193	4277.145675	2831.162286	2107.842679	4031.106682	4036.074966	3657.57314	4184.99138	4049.408062	3379.84078	5277.464732	1761.144563	1512.863384	2953.966306	4702.99389	3137.92979	4616.811323	3494.652794	4112.671039	3616.998847	4023.299126	3468.384927	3334.777284	3517.141091	3620.171868	3625.440474	4675.954785	4535.869325	3486.620171	4104.149176	3063.330889	3469.858657	2269.79343	1333.493671	3678.553017	1350.270022	3665.705244	3131.662558	2219.427445	3562.43792	2336.012718	3935.851108	4450.07328	3145.197958	4169.362223	3365.55048	4593.860316	4457.316154	2102.950197	2914.511743	2919.801001	3608.877291	3812.22275	4794.333221	4727.496096	2128.912607	2255.397521	2001.863138	3089.006716	4417.766172	4285.992757	4062.049437	2182.982839	3068.544397	3788.590202	1870.871476
K00058	4784.193413	2772.705826	2232.369356	4372.936391	2998.481576	4702.943003	4052.114036	6133.019874	2747.876879	2125.548377	3101.131318	3513.851154	2252.299651	4350.533675	4773.889403	2413.850195	2257.706325	3830.625602	2780.247793	2243.475096	3016.533584	2928.011435	4263.935604	2864.48661	2125.257093	4087.973349	4479.543434	3645.672239	4739.57287	4254.750405	4549.84078	5444.48275	1800.252671	1559.665186	3805.209549	5233.687584	3198.278889	4593.654309	3800.110323	4519.364733	3676.285558	4017.535613	3679.107089	3335.498004	3448.722172	4037.309255	3762.440474	4651.508196	4645.299505	5511.83864	4128.005032	3155.653389	3449.056855	6801.383083	2061.727905	3616.075539	1425.513265	3723.173712	3151.878774	2216.670688	4101.681163	6885.562268	4135.851108	4450.07328	3826.88811	4531.551412	3926.431336	4610.058514	5292.147235	4722.670275	3174.511743	3487.521722	3626.452291	3797.263966	4791.43232	4727.496096	2096.457653	2413.859716	2214.381156	4297.494811	4876.23464	4270.064829	4747.418806	2178.244101	3689.319172	3838.033896	1861.139738
K00059	4799.202422	2837.705826	2452.673088	4582.663868	3842.932026	5753.943003	4109.082914	6138.936903	3952.876879	2218.257514	3131.262358	3610.382686	2246.504197	4724.745797	4775.002016	2442.192537	3165.820868	4451.275069	2888.957867	2349.706382	3022.964788	2965.055193	4337.963857	2871.162286	2131.842679	4140.106682	4828.074966	4190.57314	4854.687062	4262.408062	5549.84078	5447.282914	2624.144563	1562.863384	3800.299639	5258.206011	4520.92979	4719.811323	3804.652794	4519.671039	3681.998847	4366.905187	3681.944927	3375.777284	3543.141091	4221.777929	3877.440474	4737.379028	4652.869325	5513.620171	4147.149176	3330.518389	3645.858657	6803.87343	2104.493671	3678.553017	1547.270022	3845.705244	3915.662558	2474.427445	4319.43792	6889.012718	4157.66929	5382.891462	3843.616519	4535.362223	3931.55048	4662.860316	5290.558579	4730.950197	3174.511743	3489.801001	3804.877291	3904.22275	4874.242312	4816.496096	2149.912607	2456.484643	2297.863138	4424.218837	5000.766172	4313.992757	4864.049437	2252.982839	3689.786821	4273.590202	1883.591476
K00060	524.4761905	440.1547619	221.1642857	549.9779412	1870.625974	808.3035714	152.0238095	298.7797619	996.047619	152.6607143	211.3571429	879.0892857	150.6071429	734.4821429	628.6916667	62.5	123.8214286	432.875	673.7047619	252.422619	93.40238095	661.4178571	1279.607143	227.6428571	137.9464286	368.2380952	535.9294372	64.75	588.4880952	548.25	524.3571429	409.75	340	558.3797619	440.4047619	463.3392857	504.1596639	209.7440476	426.1666667	404.5535714	308.375	343.7916667	152.9916667	580.9583333	1080.107143	253.2559524	688.4107143	144.0714286	137.6071429	1052.839286	547.4345238	163.5928571	750.525	573.8795518	110.4583333	19.625	72.34404762	800.4797619	49.36904762	48.125	343.3321429	666.3571429	624.5952381	1403.130952	764.1404762	480.1654762	897.4166667	674.7559524	1066.089286	408.7761905	454.5690476	1020.90119	223.0136555	685.4702381	573.925	343.75	92.30357143	384.297619	133.407563	403.452381	87.625	56.125	84.41785714	212.8571429	258.25	711.8035714	199.7309524
K00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00067	3299.363413	2416.050663	1481.438245	4346.771227	3667.668177	4548.546336	3835.913935	5485.231461	3847.475768	1897.376313	2078.827883	2730.945599	1867.434197	4369.254685	3968.169403	2072.212417	3048.173626	4331.862066	2477.057086	1697.543379	2828.649443	2868.90588	3698.971657	2603.045499	1828.054871	3973.326682	4191.183781	3930.48335	4122.276607	3804.054784	4167.474113	5292.550932	2499.733782	1507.037408	3604.698438	4600.199705	4222.723987	4540.054309	3205.491593	3959.740288	3395.112225	4126.959451	3378.930422	2652.791338	3306.655506	3703.831983	3577.803807	4450.489899	4372.132838	5177.96864	3923.083921	3073.843071	3142.340189	2413.077976	1094.286794	3175.139983	1378.265487	3316.368951	3717.419885	2265.431799	3503.118941	6590.110046	3904.577068	5187.123685	3499.355282	4267.964746	3749.328002	4558.725181	4925.120771	3648.549369	2576.436766	3339.633944	3462.598239	3665.912855	4243.208077	4758.966096	1842.246541	2096.288186	2028.67645	3062.789948	4403.829085	4091.250385	4696.268806	2170.220767	3419.073818	4069.263896	1793.91577
