KO	FR-027	FR-030	FR-039	FR-040	FR-052	FR-053	FR-060	FR-105	FR-110	FR-115	FR-116	FR-125	FR-129	FR-132	FR-139	FR-142	FR-152	FR-156	FR-166	FR-169	FR-170	FR-173	FR-187	FR-194	FR-198	FR-200	FR-208	FR-212	FR-213	FR-221	FR-223	FR-276	FR-281	FR-294	FR-298	FR-302	FR-305	FR-316	FR-328	FR-344	FR-349	FR-390	FR-393	FR-399	FR-400	FR-414	FR-430	FR-450	FR-451	FR-459	FR-460	FR-503	FR-505	FR-506	FR-542	FR-551	FR-552	FR-558	FR-568	FR-617	FR-628	FR-654	FR-667	FR-682	FR-684	FR-696	FR-716	FR-719	FR-721	FR-722	FR-723	FR-726	FR-728	FR-730	FR-734	FR-751	FR-759	FR-767	FR-768	FR-770	FR-772	FR-780	FR-783	FR-788	FR-812	FR-817	FR-824	FR-825	FR-827	FR-828	FR-830
K00632	0.000998987	0.000708421	0.000981464	0.000844229	0.000975928	0.000734616	0.000647948	0.000970617	0.001233075	0.00108372	0.00110983	0.001136449	0.000996172	0.000846002	0.000632695	0.000279294	0.001092253	0.001200078	0.000596821	0.001180304	0.001057087	0.001064709	0.001173711	0.001063483	0.001252469	0.001000283	0.000771162	0.000853642	0.000635264	0.00112469	0.001107095	0.000978722	0.000862927	0.0005921	0.00121063	0.001069282	0.001168123	0.000920777	0.000722055	0.001045487	0.000684705	0.000483059	0.000465399	0.001258426	0.001200521	0.000882468	0.001174762	0.00113885	0.000785104	0.00105818	0.000950672	0.000576798	0.000699809	0.000683277	0.00058919	0.000759021	0.000781437	0.001021912	0.000854393	0.000935269	0.000980349	0.00060128	0.001181446	0.000860141	0.000977799	0.001244222	0.000951905	0.001011093	0.000306033	0.000924309	0.000942344	0.00130878	0.001015503	0.000933394	0.001034997	0.00071169	0.000865831	0.000310084	0.001399155	0.00082578	0.001039333	0.000774222	0.000736922	0.00132416	0.001095554	0.000973355	0.000242185	0.000980034	0.001088649	0.000850109	0.001126849
K00634	0.000244448	2.65E-05	7.36E-05	8.28E-05	0.000179142	0.000166039	4.65E-05	0.000125169	0.00039848	5.02E-05	0.000128609	3.22E-05	0.000186901	0.000112474	0.000120744	1.30E-05	0.000465854	0.000131971	5.11E-05	0.000167249	0.000398989	9.54E-05	0.000352206	0.000333098	7.22E-05	0.000101842	0.000115642	0.000183528	6.07E-05	0.000370117	0.000114413	0.000602151	0.00018675	0.000196032	0.000264213	0.000154233	0.000300344	8.50E-05	0.000317749	0.000117578	8.00E-05	4.64E-06	0.000324923	0.000238127	0.000907539	0.00022724	7.46E-05	0.000451077	0.00040225	0.000866104	9.69E-05	7.20E-05	4.67E-05	0.000201753	6.88E-05	0.000250756	0.000208171	0.000696639	0.000149564	0.000346066	0.000305773	0.000183046	0.000561417	3.46E-05	0.000479189	2.34E-07	0.000293006	0.000374547	5.48E-05	5.67E-05	0.000303594	0.001041715	0.000674685	0.000416194	0.000517911	8.92E-05	0.000533769	5.71E-05	0.000408691	0.000364376	8.13E-05	0.000225221	0.000210774	0.000447348	7.64E-05	0.000156374	6.03E-06	4.83E-05	3.97E-05	0.00015958	2.65E-05
K00639	0.000823667	0.001149081	0.000780733	0.001010096	0.000776742	0.000654135	0.000729442	0.000818418	0.000595462	0.00076339	0.000900273	0.000907528	0.000485061	0.000373141	0.000300689	3.89E-05	0.000123887	0.000734348	0.000927359	0.000843397	0.00032111	0.000890465	0.000492701	0.000429986	0.000867234	0.000957126	0.001043077	0.00106086	0.000858523	0.000478561	0.00087444	0.000168603	0.001000691	6.18E-05	0.00060252	0.000551454	0.000633699	0.000886687	0.001050358	0.000770382	0.000122605	0.000682854	0.000815284	0.00038714	0.000270227	0.0004639	0.000317127	0.000399343	0.001006732	0.000474928	0.000424825	0.00073543	0.001046879	0.000657278	0.00066687	0.0010055	0.000602517	7.55E-05	0.000239885	0.000241111	0.000272032	0.000939452	0.000353888	0.00061687	0.000241286	0.001024366	0.000634157	0.000439092	0.0013648	0.000694877	0.000766992	0.000241129	0.000206086	0.000435009	0.000578333	0.0003011	0.000224839	0.001491078	0.00042375	0.000986049	0.000891137	0.000714335	0.00041062	0.00056012	0.000759015	0.000664061	0.00098462	0.00115822	0.000961303	0.001026793	0.000963335
K00640	0.001587363	0.001478924	0.001408514	0.001646732	0.001397733	0.001809814	0.001233857	0.001600205	0.001585115	0.001245747	0.001467485	0.001407531	0.001716906	0.001273522	0.001476478	0.001802073	0.001810222	0.001471496	0.001525457	0.001476779	0.001854145	0.001391835	0.001602168	0.001709356	0.001482899	0.001481909	0.001622802	0.001244689	0.001508663	0.001635103	0.001368256	0.001665701	0.001522952	0.001040363	0.001586156	0.001650416	0.001561729	0.001331971	0.00174471	0.001442605	0.000980655	0.001932671	0.001683852	0.001887772	0.001755042	0.00129149	0.001702592	0.00171601	0.001458582	0.00153983	0.001799606	0.001708853	0.001487719	0.001568407	0.001235698	0.001209045	0.001260144	0.001886386	0.001870493	0.001939152	0.001833957	0.001625849	0.001596577	0.001516256	0.00193142	0.001283418	0.001789108	0.001782031	0.001907463	0.001151797	0.001730519	0.001656037	0.001870265	0.001644507	0.001506794	0.002013301	0.001976493	0.001484653	0.001636629	0.001514222	0.001565109	0.001660629	0.001049792	0.001561552	0.00135111	0.001548044	0.001669245	0.001279919	0.001396075	0.001548558	0.001331455
K00641	0.000299865	0.000431053	0.000304664	0.000275431	0.000294595	0.00013085	0.000203494	0.000298637	0.000381912	0.000169202	0.000199928	0.000191248	0.000103021	0.000171898	0.000103403	1.41E-05	0.000423983	0.000247624	0.000131979	0.000164395	0.000155261	0.000262933	0.000219673	0.000297888	0.00067198	0.001078556	0.000246502	0.000717999	0.000747654	0.000470987	0.000570787	9.48E-05	0.000307412	0.000100657	0.000239389	0.000311359	0.000139315	0.000197031	0.000113894	0.000279499	7.53E-05	7.56E-05	0.000475158	0.000200117	0.000163008	0.000167777	7.77E-05	0.000105082	0.000561017	0.000126328	0.000303258	0.000222986	0.000422001	0.00017239	0.000316915	0.00036848	0.000349821	0.000104862	9.40E-05	7.60E-05	5.66E-05	0.001051674	0.000333315	0.000131301	0.000105599	0.000201404	0.000261964	0.000206708	0.000125629	8.09E-05	0.000278788	0.000187885	5.12E-05	0.000109838	0.000395269	3.82E-05	9.22E-05	0.000781608	0.000430298	0.000573621	0.000146361	0.000402075	7.87E-05	0.000448329	0.000199258	0.000310199	0.00081755	0.000496471	0.000232734	0.000260969	0.000231524
K00643	2.83E-05	5.17E-05	4.90E-05	4.14E-05	0.000112047	2.55E-05	6.12E-05	7.28E-05	6.35E-05	0.000155658	9.30E-05	0.000180537	7.85E-05	1.59E-05	3.03E-05	1.34E-05	1.52E-05	0.000123265	4.98E-05	0.000122099	2.26E-05	0.000139326	5.59E-05	3.91E-05	0.000115989	4.68E-05	8.39E-05	9.65E-05	7.55E-06	2.44E-05	4.53E-05	1.76E-05	7.31E-05	2.71E-06	0.000111287	0.000102355	0.000130523	0.000147528	5.77E-05	9.96E-05	2.27E-05	6.69E-05	9.58E-06	2.06E-05	8.69E-06	1.04E-05	2.67E-05	2.58E-05	3.45E-05	6.25E-06	1.67E-05	4.64E-05	3.93E-05	3.56E-05	3.49E-05	2.75E-05	4.20E-05	1.85E-06	1.47E-05	1.69E-05	1.87E-05	2.46E-06	3.90E-05	4.84E-05	2.16E-05	0.00019946	9.42E-06	1.96E-05	3.23E-06	3.60E-05	2.77E-05	2.76E-06	6.45E-06	6.62E-05	2.54E-05	1.50E-05	3.77E-05	2.81E-05	6.52E-05	5.35E-05	7.73E-05	3.10E-05	5.41E-05	9.06E-05	0.000132776	7.50E-05	3.93E-05	0.000146262	0.000142898	8.63E-05	0.000192967
K00645	0.001663098	0.001768853	0.00164433	0.001767422	0.001579813	0.001964734	0.002026555	0.001682554	0.001550315	0.00123905	0.00160212	0.00139869	0.001737322	0.002109373	0.001745104	0.001799671	0.001393662	0.001417357	0.00164096	0.001490191	0.001912755	0.001448947	0.001712431	0.001711957	0.001163234	0.001206949	0.001654898	0.001755129	0.001936723	0.001462536	0.00143366	0.001638482	0.00169973	0.002201473	0.001559459	0.001529392	0.001559961	0.001581835	0.001777562	0.001656249	0.002334434	0.001931254	0.001813429	0.001713493	0.001772552	0.001950877	0.001736314	0.001850854	0.001779351	0.001868273	0.001742497	0.001868543	0.001823808	0.001876051	0.001989409	0.001847362	0.001977042	0.001905825	0.002000804	0.001893026	0.00184109	0.001564311	0.00160177	0.002005655	0.001960463	0.001282362	0.00191222	0.001886635	0.001987018	0.00180492	0.001779101	0.001800868	0.001904334	0.001678633	0.001829879	0.001864846	0.001954718	0.001746954	0.001450034	0.001636298	0.001588394	0.001769903	0.001982278	0.001373997	0.001552537	0.001588537	0.001646366	0.001387438	0.001442839	0.001672993	0.001333181
K00647	0.001663266	0.001772522	0.001664176	0.001767422	0.001579813	0.001967142	0.002027043	0.001683324	0.001551101	0.00124617	0.001602482	0.001413961	0.001741287	0.002166597	0.001859901	0.001799938	0.001450195	0.001423232	0.001642569	0.001491289	0.00191395	0.001449262	0.001714278	0.001713236	0.001207992	0.001207812	0.001654993	0.001756789	0.001938001	0.001463071	0.00146287	0.001704266	0.001700598	0.00221068	0.001563881	0.001537581	0.001566517	0.001628109	0.001781467	0.001659123	0.002335331	0.001935376	0.001823417	0.001715178	0.001774613	0.001964519	0.001741289	0.001855692	0.001779663	0.001869372	0.001747181	0.001872327	0.001830577	0.001881873	0.001990394	0.001879824	0.001977641	0.001909218	0.002019809	0.001898134	0.001851931	0.00157894	0.00160384	0.0020062	0.001965195	0.001282394	0.001913226	0.001886944	0.001988529	0.001823774	0.001842033	0.001802935	0.001912631	0.001690295	0.001830865	0.001867253	0.001966305	0.001781588	0.001464316	0.001638589	0.00159898	0.001778945	0.002060362	0.001378858	0.001580854	0.001596587	0.001677061	0.00139234	0.00144362	0.001677173	0.001333464
K00648	0.001663266	0.001772522	0.001664176	0.001767422	0.001579813	0.001967142	0.002027043	0.001683324	0.001551101	0.00124617	0.001602482	0.001413961	0.001741287	0.002166597	0.001859901	0.001799938	0.001450195	0.001423232	0.001642569	0.001491289	0.00191395	0.001449262	0.001714278	0.001713236	0.001207992	0.001207812	0.001654993	0.001756789	0.001938001	0.001463071	0.00146287	0.001704266	0.001700598	0.00221068	0.001563881	0.001537581	0.001566517	0.001628109	0.001781467	0.001659123	0.002335331	0.001935376	0.001823417	0.001715178	0.001774613	0.001964519	0.001741289	0.001855692	0.001779663	0.001869372	0.001747181	0.001872327	0.001830577	0.001881873	0.001990394	0.001879824	0.001977641	0.001909218	0.002019809	0.001898134	0.001851931	0.00157894	0.00160384	0.0020062	0.001965195	0.001282394	0.001913226	0.001886944	0.001988529	0.001823774	0.001842033	0.001802935	0.001912631	0.001690295	0.001830865	0.001867253	0.001966305	0.001781588	0.001464316	0.001638589	0.00159898	0.001778945	0.002060362	0.001378858	0.001580854	0.001596587	0.001677061	0.00139234	0.00144362	0.001677173	0.001333464
K00651	0.001180068	0.000977558	0.001194237	0.001073473	0.001249125	0.001356307	0.000830641	0.001202879	0.001239342	0.001491454	0.001235456	0.001333486	0.001669038	0.001070471	0.001134083	0.002341216	0.001597887	0.001384001	0.001022406	0.00133905	0.001631087	0.001237696	0.001429275	0.001393493	0.000944379	0.000768929	0.001027254	0.001044072	0.000943683	0.001160003	0.001015668	0.001780185	0.001066379	0.001132854	0.001452846	0.001412844	0.001448372	0.001137108	0.000958731	0.001223469	0.000891709	0.001339781	0.001043875	0.001484613	0.001596554	0.001037983	0.001588651	0.001499518	0.000931165	0.001297101	0.001325792	0.001347469	0.000870672	0.001114097	0.000703501	0.000956487	0.001014963	0.001788639	0.001772853	0.001864407	0.001781386	0.000580438	0.001389855	0.001119836	0.001750571	0.001280176	0.00122874	0.001566633	0.000676953	0.00103787	0.001158042	0.001567363	0.001707843	0.001633475	0.001269607	0.00180046	0.001498623	0.000439695	0.001391619	0.000940814	0.001080507	0.001197091	0.001014224	0.001177453	0.001243061	0.001390844	0.000606467	0.000998502	0.001258771	0.001038531	0.001263975
K00652	0.000354117	0.000655854	0.00059419	0.000628808	0.00040397	0.000598783	0.001126016	0.000432304	0.000260863	3.84E-05	0.000446443	6.80E-06	6.62E-05	0.001148995	0.00073336	3.22E-06	1.36E-05	0.000106792	0.000856607	0.000179447	0.00020657	0.000212472	0.000278693	0.000240056	0.000182797	0.000518063	0.000734503	0.000230629	0.000548956	0.000370625	0.000469307	0.000145798	0.000617664	0.001239646	6.82E-05	0.000268276	1.74E-05	0.000238208	0.000921449	0.000491124	0.001582184	0.000280199	0.00069118	0.000335288	0.000205992	0.001050386	0.000203679	0.000240223	0.000563697	0.000562506	0.000791927	0.000535188	0.001031482	0.000844118	0.001302125	0.000669645	0.000857563	5.85E-05	0.000162874	1.07E-05	7.29E-05	0.000731379	0.000164383	0.000822617	0.000114301	2.65E-06	0.000549079	0.000338886	0.001453579	0.000776075	0.000603636	0.000167679	0.000130858	7.01E-05	0.000345233	6.31E-05	3.71E-05	0.001165149	3.99E-05	0.000535096	0.000481177	0.000725142	0.00109159	0.000292379	0.000376784	0.000433454	0.000840354	0.000249576	0.00017628	0.000592859	8.09E-05
K00655	0.001550536	0.001479449	0.001467338	0.001611594	0.001560403	0.001933716	0.001964599	0.001594896	0.001502873	0.001548843	0.001520609	0.001419121	0.001730089	0.002060928	0.001783055	0.002361485	0.001639185	0.00140992	0.001548555	0.001474935	0.001878553	0.001440572	0.001658661	0.001741513	0.001129776	0.001191519	0.001624558	0.001237194	0.001458015	0.001524043	0.001196474	0.001918528	0.00150959	0.002305837	0.001536978	0.001526549	0.001567941	0.001660055	0.001754461	0.001520719	0.002334854	0.001940965	0.001831866	0.001684815	0.001715545	0.001905964	0.001751172	0.001798448	0.001446886	0.001766625	0.001758215	0.001711463	0.001502186	0.001866164	0.001979501	0.001551752	0.001850128	0.001918188	0.002017688	0.001907554	0.001883241	0.001348937	0.001557762	0.001952275	0.001927087	0.001285818	0.00179607	0.001841645	0.001909554	0.001802388	0.001727897	0.001661465	0.001929448	0.001778471	0.001541365	0.001860816	0.00202277	0.001526689	0.001403673	0.001462909	0.00157206	0.001624728	0.002026592	0.001334143	0.001538365	0.001577934	0.001725282	0.001261946	0.001449507	0.00156134	0.001344405
K00656	0.000928535	0.000837106	0.000738362	0.001250052	0.000823111	0.001549733	0.00078304	0.001020088	0.000965247	0.000540314	0.000636694	0.000318474	0.001027716	0.000908057	0.00114183	0.002297929	0.001361651	0.000629633	0.001092565	0.000574211	0.001582707	0.000463813	0.001057225	0.001404183	0.000292929	0.00058723	0.000972634	0.000676311	0.00108462	0.000994987	0.000620735	0.001590419	0.000899035	0.001097102	0.000692165	0.000993557	0.000723451	0.000813942	0.001389563	0.000864558	0.000528988	0.00145981	0.001713544	0.0014662	0.001603765	0.001044387	0.001372209	0.001507309	0.001191727	0.001409478	0.001141869	0.001282856	0.000748703	0.001252305	0.000749837	0.000759962	0.000908295	0.001779631	0.001373998	0.001432646	0.001487253	0.001150996	0.001144111	0.001125971	0.001727374	5.19E-05	0.001519459	0.001510437	0.001758112	0.000466424	0.001440014	0.001446449	0.001655837	0.001257344	0.00119862	0.001720521	0.001723841	0.001215953	0.000965791	0.001104392	0.000904554	0.001284608	0.000655183	0.000788612	0.000525314	0.000757108	0.001247168	0.000321187	0.000537082	0.000843657	0.00025699
K00657	6.79E-06	4.51E-05	1.19E-05	2.23E-05	1.85E-05	1.14E-05	1.52E-05	1.27E-05	5.15E-06	6.12E-08	2.70E-05	2.56E-06	1.17E-05	9.86E-06	2.19E-05	1.25E-06	7.57E-07	6.17E-06	6.03E-06	3.78E-06	2.60E-06	1.72E-06	1.15E-05	6.55E-07	9.36E-06	0.000300789	5.07E-06	1.20E-05	3.42E-05	8.98E-06	1.61E-05	1.50E-06	2.01E-05	1.30E-06	1.45E-06	1.14E-05	2.87E-06	0.000225364	1.31E-05	1.18E-05	3.12E-06	5.54E-06	3.29E-05	1.06E-05	3.25E-05	1.63E-05	2.71E-05	4.87E-05	3.36E-05	3.81E-05	1.80E-05	2.84E-05	1.68E-05	1.69E-05	1.93E-05	5.60E-05	2.60E-06	1.20E-06	7.78E-06	1.09E-06	1.44E-06	1.57E-05	6.24E-06	1.22E-05	4.90E-06	1.13E-07	3.55E-06	2.46E-05	1.17E-05	2.37E-05	1.05E-05	4.19E-06	5.33E-06	1.13E-05	2.85E-05	1.21E-06	2.85E-06	1.21E-05	1.45E-05	1.83E-05	3.76E-05	3.85E-05	1.46E-05	3.63E-05	1.03E-05	9.28E-06	3.16E-05	3.61E-06	1.07E-05	1.70E-05	9.79E-07
K00658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.67E-07	0	0	0	0	0	0	0	0	7.31E-07	4.13E-06	0	0	0	2.95E-07	1.19E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.72E-06	2.14E-07	0	0	0	0	0
K00661	9.24E-05	0.00015181	0.000169241	0.000185026	0.000291443	3.99E-05	8.90E-05	0.000209296	0.00017526	0.000186445	0.000137327	0.000188424	0.000104312	7.40E-05	0.000426207	1.79E-05	2.86E-05	0.00024391	0.00016264	0.000144334	8.65E-05	0.000225307	0.00013758	0.000192767	0.000194448	0.000752238	8.69E-05	0.000171159	9.09E-05	6.46E-05	0.000118044	9.98E-05	0.000122356	9.33E-05	0.000162116	0.000224197	0.000140883	0.000191958	0.000105223	0.000145854	9.82E-05	7.11E-05	0.000315377	7.96E-05	7.73E-05	0.000101553	5.42E-05	6.86E-05	0.000222732	4.08E-05	0.00013864	8.93E-05	5.15E-05	0.000177878	0.000232217	8.55E-05	0.000203032	2.98E-05	9.45E-05	3.19E-05	2.78E-05	0.000455409	0.00012387	0.000109087	5.88E-05	0.000199576	3.17E-05	0.000122488	2.94E-05	7.10E-05	8.50E-05	2.69E-05	1.73E-05	9.83E-05	9.80E-05	3.04E-05	4.69E-05	0.000468775	0.000133221	0.000261388	9.72E-05	0.00022447	9.45E-05	0.000142337	0.000163058	0.000100875	0.000815936	0.000340253	0.00018001	0.000163954	0.000195917
K00665	0.001732416	0.001773463	0.001718027	0.001806033	0.001579813	0.001976204	0.002028221	0.001695357	0.00169516	0.00124617	0.001606675	0.001411521	0.001741059	0.00218183	0.001876116	0.001799671	0.00183042	0.001485721	0.00164096	0.001496384	0.001913293	0.001451037	0.001731132	0.001712803	0.001600359	0.001500477	0.001655062	0.001774051	0.00199933	0.001738995	0.001667793	0.001704518	0.001719705	0.002265368	0.001613612	0.001670946	0.001563174	0.001617845	0.001782694	0.001663069	0.002342405	0.001932956	0.001821261	0.001926324	0.00185532	0.002073199	0.001787389	0.001854742	0.001813991	0.001873431	0.001867254	0.001872809	0.001837397	0.001900577	0.001989797	0.001910585	0.001994953	0.001906418	0.00201474	0.001939612	0.001848081	0.001873886	0.001741839	0.002006724	0.001973391	0.001285149	0.00191222	0.001887104	0.001989577	0.001839004	0.001878712	0.001803793	0.00190856	0.00169025	0.001882082	0.002039184	0.00200129	0.001781588	0.001706683	0.001726103	0.001677882	0.001822796	0.002066323	0.001649237	0.001608395	0.001596595	0.001676591	0.001410604	0.00144408	0.001675058	0.00133567
K00667	0.001732416	0.001773463	0.001718027	0.001806033	0.001579813	0.001976204	0.002028221	0.001695357	0.00169516	0.00124617	0.001606675	0.001411521	0.001741059	0.00218183	0.001876116	0.001799671	0.00183042	0.001485721	0.00164096	0.001496384	0.001913293	0.001451037	0.001731132	0.001712803	0.001600359	0.001500477	0.001655062	0.001774051	0.00199933	0.001738995	0.001667793	0.001704518	0.001719705	0.002265368	0.001613612	0.001670946	0.001563174	0.001617845	0.001782694	0.001663069	0.002342405	0.001932956	0.001821261	0.001926324	0.00185532	0.002073199	0.001787389	0.001854742	0.001813991	0.001873431	0.001867254	0.001872809	0.001837397	0.001900577	0.001989797	0.001910585	0.001994953	0.001906418	0.00201474	0.001939612	0.001848081	0.001873886	0.001741839	0.002006724	0.001973391	0.001285149	0.00191222	0.001887104	0.001989577	0.001839004	0.001878712	0.001803793	0.00190856	0.00169025	0.001882082	0.002039184	0.00200129	0.001781588	0.001706683	0.001726103	0.001677882	0.001822796	0.002066323	0.001649237	0.001608395	0.001596595	0.001676591	0.001410604	0.00144408	0.001675058	0.00133567
K00668	0.001732416	0.001773463	0.001718027	0.001806033	0.001579813	0.001976204	0.002028221	0.001695357	0.00169516	0.00124617	0.001606675	0.001411521	0.001741059	0.00218183	0.001876116	0.001799671	0.00183042	0.001485721	0.00164096	0.001496384	0.001913293	0.001451037	0.001731132	0.001712803	0.001600359	0.001500477	0.001655062	0.001774051	0.00199933	0.001738995	0.001667793	0.001704518	0.001719705	0.002265368	0.001613612	0.001670946	0.001563174	0.001617845	0.001782694	0.001663069	0.002342405	0.001932956	0.001821261	0.001926324	0.00185532	0.002073199	0.001787389	0.001854742	0.001813991	0.001873431	0.001867254	0.001872809	0.001837397	0.001900577	0.001989797	0.001910585	0.001994953	0.001906418	0.00201474	0.001939612	0.001848081	0.001873886	0.001741839	0.002006724	0.001973391	0.001285149	0.00191222	0.001887104	0.001989577	0.001839004	0.001878712	0.001803793	0.00190856	0.00169025	0.001882082	0.002039184	0.00200129	0.001781588	0.001706683	0.001725751	0.001677882	0.001822796	0.002066323	0.001649237	0.001608395	0.001596595	0.001676591	0.001410604	0.00144408	0.001675058	0.00133567
K00672	6.91E-05	0	3.85E-05	4.46E-06	0	1.05E-05	9.83E-07	1.28E-05	0.000140404	0	4.16E-06	0	0	0	0	0	0.000381321	0	0	5.62E-06	0	2.00E-06	1.70E-05	6.09E-08	0.000393835	0.000292606	6.92E-08	1.73E-05	6.06E-05	0.000274556	0.000205084	2.52E-07	0	3.50E-05	4.99E-05	6.65E-05	5.67E-08	1.97E-06	0	4.67E-07	0	0	0	8.53E-05	2.54E-05	6.33E-05	0	9.26E-08	3.39E-05	1.19E-06	0.00012327	1.15E-07	0	2.69E-07	0	1.11E-05	1.73E-05	0	0	4.24E-05	0	0.000295188	0.000137999	0	9.16E-06	2.38E-08	0	0	0	5.94E-06	5.28E-05	0	0	1.52E-07	5.14E-05	8.46E-07	3.55E-05	0	0.000240976	8.48E-05	0	4.40E-05	0	0.000271294	1.00E-05	0	0	1.89E-05	0	7.98E-07	1.63E-06
K00673	0	0	0	0	0	0	1.77E-08	0	0	0	0	5.73E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35E-08	0	0	0	0	0	0	0	0	0	0	0	0
K00674	0.000618012	0.000735936	0.000599402	0.000514043	0.000626827	0.000256937	0.000480015	0.00055565	0.000466678	0.00116653	0.000737421	0.001090272	0.000552687	0.000218971	0.000268093	0.000611489	0.000337002	0.000789526	0.000487255	0.0008456	0.000220552	0.000926954	0.000452422	0.000355712	0.000828581	0.000268542	0.000541921	0.001003701	0.000666591	0.000457135	0.000670942	0.000309046	0.000635621	0.00017022	0.000664318	0.00051536	0.000762785	0.000730175	0.000308445	0.000653466	0.000126618	0.00048006	0.000323939	0.000172801	0.000148931	0.000183163	0.000270097	0.00019001	0.000572464	0.000171439	0.000177616	0.000400907	0.000558715	0.00023108	0.000359069	0.000731249	0.000409409	0.000126964	0.000227397	0.000251552	0.000288895	0.000325943	0.000339813	0.000347621	0.000188797	0.001228872	0.00028229	0.000262911	0.000116554	0.000643493	0.000281332	0.000205643	0.000155089	0.000561181	0.000419696	0.000269815	0.000301416	0.000416956	0.000458256	0.000544757	0.000596673	0.00032641	0.000335274	0.000508965	0.000775585	0.000586441	0.000278311	0.001055711	0.00098178	0.000639266	0.001099298
K00677	0.000955644	0.001387691	0.001207885	0.001155558	0.001001319	0.000836167	0.001598241	0.000989536	0.000723045	0.000963684	0.00117981	0.001088908	0.000618186	0.00136018	0.001158801	5.50E-05	0.000143857	0.000901945	0.001439921	0.001033905	0.000454437	0.001095836	0.000734058	0.00057526	0.001030175	0.000770057	0.001307921	0.001235481	0.001172408	0.000760292	0.001222804	0.000224176	0.001259546	0.001373933	0.000739384	0.000751468	0.000779744	0.000949167	0.001209955	0.001034832	0.001772729	0.000756553	0.000909868	0.000528932	0.000323231	0.001246663	0.000486745	0.000502643	0.001133486	0.000691794	0.000880954	0.001392281	0.001616969	0.001085676	0.001681414	0.001400159	0.001265647	0.000173289	0.000406445	0.000257258	0.000351601	0.00101028	0.000488938	0.001191841	0.000302325	0.001227524	0.000830874	0.000548489	0.001481357	0.001541466	0.000861591	0.000372473	0.000260027	0.000528538	0.000760914	0.000332415	0.000278623	0.001581912	0.000525187	0.001062179	0.001160515	0.000920467	0.001481018	0.000765116	0.001150909	0.001007538	0.001111287	0.001308241	0.001121682	0.00127487	0.001163162
K00681	0.000633079	0.000654485	0.000884825	0.000463693	0.000844517	0.000420707	0.000482761	0.000636053	0.000499477	0.000963717	0.000790833	0.001095985	0.000598843	0.000335714	0.000446547	5.36E-05	0.000119889	0.000997017	0.000579303	0.000906075	0.000317236	0.001005334	0.000574235	0.000486412	0.000785928	0.000668229	0.000781581	0.000591684	0.000440018	0.000471204	0.000951378	0.000149651	0.000672078	0.000201898	0.000692685	0.000744716	0.000785883	0.00079527	0.000402499	0.000751545	0.000433388	0.000482303	0.000187652	0.000413055	0.00023133	0.0003829	0.000450628	0.00035319	0.000324823	0.000192015	0.000629331	0.000413334	0.000861037	0.00046877	0.000497451	0.000500788	0.000382349	0.000133461	0.000344103	0.000261528	0.000361337	0.000222388	0.000408794	0.000378267	0.0002157	0.001230068	0.000289404	0.000224238	0.000309291	0.000720889	0.000314879	0.000190566	0.000154667	0.000465727	0.000292827	0.000445845	0.000245722	0.000305798	0.000526268	0.000390436	0.00086265	0.000470656	0.000489748	0.000581748	0.000886942	0.000959606	0.00022555	0.000942954	0.000928098	0.000736731	0.001122316
K00688	0.000308926	0.000134229	0.000116709	0.000371338	0.000104884	0.000127972	8.99E-05	0.000344608	0.000494716	0.000152684	0.000151707	5.48E-05	0.000318731	0.00046585	0.000259913	0.000223904	0.000571404	0.000264006	6.58E-05	0.00019719	0.000531778	0.000160647	0.000417979	0.000395324	0.000141269	0.00047939	9.75E-06	0.000201842	0.000208171	0.000408529	8.95E-05	0.000790587	0.000230691	0.000309426	0.000348804	0.000293161	0.000376682	0.000183287	0.000305976	0.000151167	0.000216992	2.46E-05	0.000569981	0.000797695	0.001009519	0.000417004	0.000824498	0.000472277	0.00050036	0.000773853	0.000236013	8.23E-05	3.59E-05	0.000372914	0.000244773	0.000251501	0.000338301	0.000886593	0.000346589	0.000496403	0.000505111	0.000615314	0.000743577	8.72E-05	0.00060489	1.40E-05	0.000318758	0.000480022	9.25E-05	0.000114336	0.000636938	0.00110547	0.000776469	0.000465341	0.000573201	0.0004378	0.000622196	0.000437136	0.000461251	0.000551024	0.000242992	0.00038533	0.000200445	0.000452829	9.58E-05	8.72E-05	0.000784823	0.000224924	0.000114959	0.000175262	5.56E-05
